product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,tags_used,auto_renews,is_customizable,is_personalizable,description_character_count,has_variations,is_supply,minimum_processing,placement_of_listing_in_shop,shipped_from,shop_age,visibility_score,conversion_rate,shop_digital_listing_count,title_character,when_made,who_made,total_shop_sales,listing_tye,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13
Modern House Adresss Sign Rose Gold Acrylic Property Number Marble Apartment Name Door Plaque Contemporary Minimalist New Home Gift,https://www.etsy.com/listing/1747833825/modern-house-adresss-sign-rose-gold,SpartanUK,https://www.etsy.com/shop/SpartanUK,19,0,0,0,0,4 Mo.,9,0,614,Home & Living,,true,false,true,,true,false,1,-1,GB,98,48,0.0,0,131,made_to_order,i_did,7018,physical,"Acrylic Sign,House Number Sign,House Numbers,House Sign,Modern House Sign,Door Sign,Door Number,Hausnummer,Door Number Plaque,Front Door Sign,Address Sign,House Name Plaque,ksmartsign",Acrylic Sign,House Number Sign,House Numbers,House Sign,Modern House Sign,Door Sign,Door Number,Hausnummer,Door Number Plaque,Front Door Sign,Address Sign,House Name Plaque,ksmartsign
"Professional Business Logo Sign, Personalised Shop Opening Times, QR Code Acrylic Signage Plaque, Connect with us, Office, Reception, Door",https://www.etsy.com/listing/1688101044/professional-business-logo-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,107,2,7 Mo.,54,0,1163,Home & Living,,false,false,true,,true,false,1,-1,GB,98,51,9.2,0,138,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,printed acrylic,shop sign,opening times,opening hours",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,printed acrylic,shop sign,opening times,opening hours
"Custom Printed Acrylic Business Logo Sign, Personalised Air BNB Information Plaque, Floating Perspex for Office, Reception, Storefont, Door",https://www.etsy.com/listing/1690384280/custom-printed-acrylic-business-logo,SpartanUK,https://www.etsy.com/shop/SpartanUK,20,0,0,27,3,6 Mo.,13,0,553,Home & Living,,false,false,false,,true,false,1,-1,GB,98,33,5.24,0,139,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,printed acrylic,modern,shop sign,contemporary",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,printed acrylic,modern,shop sign,contemporary
"Personalised WiFi Acrylic Sign Small Business, WiFi QR Code Wall Plaque for Home, AirBNB Holiday Rental Guest Information, Welcome Poster",https://www.etsy.com/listing/1742448672/personalised-wifi-acrylic-sign-small,SpartanUK,https://www.etsy.com/shop/SpartanUK,13,0,0,18,2,3 Mo.,9,0,477,Home & Living,,true,false,true,,true,false,1,-1,GB,98,42,4.81,0,137,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,house number,personalised acrylic,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign,wifi sign,scan to connect",business logo sign,custom logo plaque,small business,house number,personalised acrylic,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign,wifi sign,scan to connect
Personalised Acrylic Price List & QR Code | Beauty Salon Wall Sign | Hair Salon | White and Gold Price List | Treatment Board | Pricing Menu,https://www.etsy.com/listing/1714040124/personalised-acrylic-price-list-qr-code,SpartanUK,https://www.etsy.com/shop/SpartanUK,29,0,0,0,0,5 Mo.,7,0,290,Paper & Party Supplies,,true,false,true,,true,false,1,-1,GB,98,25,0.0,0,140,made_to_order,i_did,7018,physical,"Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist",Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist
Business Opening Hours Acrylic Sign | Outdoor QR Code Plaque | Beauty Salon Wall Sign | Hair Salon Treatment Menu QR | Black Price List Menu,https://www.etsy.com/listing/1794180680/business-opening-hours-acrylic-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,20,0,0,0,0,1 Mo.,0,0,1,Paper & Party Supplies,,true,false,true,,true,false,1,-1,GB,98,0,0.0,0,140,made_to_order,i_did,7018,physical,"Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist",Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist
Personalised Acrylic Price List Menu Business Sign QR Code Plaque Beauty Salon Aesthetics Spa Wall Mounted Shop Information Custom Perspex,https://www.etsy.com/listing/1719463440/personalised-acrylic-price-list-menu,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,27,3,5 Mo.,58,0,2844,Paper & Party Supplies,,true,false,true,,true,false,1,-1,GB,98,100,0.95,0,138,made_to_order,i_did,7018,physical,"Salon Price List,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Qr Code Sign,Hairdresser Stylist,Business Sign,Logo Sign,Shop Sign,Price List",Salon Price List,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Qr Code Sign,Hairdresser Stylist,Business Sign,Logo Sign,Shop Sign,Price List
"Personalised Acrylic Sign with Business Logo, Dry Wipe Specials Menu, QR Code Signage Plaque Personalised Shop Opening Times",https://www.etsy.com/listing/1716664248/personalised-acrylic-sign-with-business,SpartanUK,https://www.etsy.com/shop/SpartanUK,16,0,0,0,0,5 Mo.,0,0,43,Home & Living,,true,false,true,,true,false,1,-1,GB,98,0,0.0,0,124,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,sign for door,qr code,printed acrylic,modern,shop sign,contemporary,acrylic sign",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,sign for door,qr code,printed acrylic,modern,shop sign,contemporary,acrylic sign
Personalised Acrylic Price List & QR Code | Beauty Salon Wall Sign | Hair Salon | White and Gold Price List | Treatment Board | Pricing Menu,https://www.etsy.com/listing/1714041188/personalised-acrylic-price-list-qr-code,SpartanUK,https://www.etsy.com/shop/SpartanUK,20,0,0,0,0,5 Mo.,195,0,2929,Paper & Party Supplies,,true,false,true,,true,false,1,-1,GB,98,100,0.0,0,140,made_to_order,i_did,7018,physical,"Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist",Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist
"Barber Shop Opening Acrylic Sign, External Business Hours Sign, Personalised Shop Opening Times, QR Code Signage Plaque, Outdoor Shop Sign",https://www.etsy.com/listing/1736750609/barber-shop-opening-acrylic-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,20,0,0,0,0,5 Mo.,2,0,103,Home & Living,,false,false,true,,true,false,1,-1,GB,98,0,0.0,0,138,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,qr code,shop sign,opening times,opening hours,acrylic sign,barbershop,Masculine Price List",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,qr code,shop sign,opening times,opening hours,acrylic sign,barbershop,Masculine Price List
"Welcome Sign for Airbnb Hosts, Vacation Rental Acrylic Wall Sign, Guest Arrival Poster, Things to Know, Beach House Rules, Wifi QR Connect",https://www.etsy.com/listing/1742941140/welcome-sign-for-airbnb-hosts-vacation,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,9,1,3 Mo.,60,0,1131,Home & Living,,false,false,true,,true,false,1,-1,GB,98,81,0.91,0,138,made_to_order,i_did,7018,physical,"business logo sign,house number,personalised acrylic,sign for door,qr code,acrylic sign,airbnb welcome sign,airbnb guest book,airbnb super host,airbnb welcome guide,rental template,rental home sign,airbnb signage",business logo sign,house number,personalised acrylic,sign for door,qr code,acrylic sign,airbnb welcome sign,airbnb guest book,airbnb super host,airbnb welcome guide,rental template,rental home sign,airbnb signage
"Customisable 2024 Acrylic Wall Planner - Personalised, Eco-Friendly, Daily, Weekly, Monthly, Fitness, Meal & Business Planning",https://www.etsy.com/listing/1690966982/customisable-2024-acrylic-wall-planner,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,0,0,6 Mo.,1,0,18,Home & Living,,true,false,true,,true,false,1,-1,GB,98,0,0.0,0,126,made_to_order,i_did,7018,physical,"wall planner,fitness planner,daily planner,monthly planner,weekly planner,new home gift,2024 planner,meal planner,social media planner,to do list,kitchen wall art,perpetual planner,business planner",wall planner,fitness planner,daily planner,monthly planner,weekly planner,new home gift,2024 planner,meal planner,social media planner,to do list,kitchen wall art,perpetual planner,business planner
"Acrylic Shop Opening Times Sign Business Hours Logo Plaque QR Code Signage Board, Beauty Salon Dentist Aesthetics information Decor",https://www.etsy.com/listing/1739624692/acrylic-shop-opening-times-sign-business,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,0,0,4 Mo.,2,0,90,Home & Living,,false,false,true,,true,false,1,-1,GB,98,0,0.0,0,131,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,sign for door,qr code,shop sign,acrylic sign,opening hours sign,opening times sign,shop window sign",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,sign for door,qr code,shop sign,acrylic sign,opening hours sign,opening times sign,shop window sign
"Welcome Sign for Airbnb Hosts, Vacation Rental Acrylic Wall Sign, Guest Arrival Poster, Things to Know, Beach House Rules, Wifi QR Connect",https://www.etsy.com/listing/1709584050/welcome-sign-for-airbnb-hosts-vacation,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,0,0,6 Mo.,23,0,1010,Home & Living,,false,false,true,,true,false,1,2,GB,98,45,0.0,0,138,made_to_order,i_did,7018,physical,"business logo sign,house number,personalised acrylic,sign for door,qr code,acrylic sign,airbnb welcome sign,airbnb guest book,airbnb super host,airbnb welcome guide,rental template,rental home sign,airbnb signage",business logo sign,house number,personalised acrylic,sign for door,qr code,acrylic sign,airbnb welcome sign,airbnb guest book,airbnb super host,airbnb welcome guide,rental template,rental home sign,airbnb signage
Modern Grey House Sign Gold Acrylic Property Number Marble Apartment Name Door Plaque Contemporary Minimalist Matte Perspex New Home Gift,https://www.etsy.com/listing/1733646006/modern-grey-house-sign-gold-acrylic,SpartanUK,https://www.etsy.com/shop/SpartanUK,19,0,0,9,1,4 Mo.,7,0,576,Home & Living,,true,false,true,,true,false,1,-1,GB,98,36,2.16,0,137,made_to_order,i_did,7018,physical,"Acrylic Sign,House Number Sign,House Numbers,House Sign,Modern House Sign,Door Sign,Door Number,Hausnummer,Door Number Plaque,Front Door Sign,Address Sign,House Name Plaque,ksmartsign",Acrylic Sign,House Number Sign,House Numbers,House Sign,Modern House Sign,Door Sign,Door Number,Hausnummer,Door Number Plaque,Front Door Sign,Address Sign,House Name Plaque,ksmartsign
"Personalised Acrylic Business Hours Sign, Shop Opening Times, QR Code Signage Plaque, Outdoor Office Sign, Reception, Door, Weatherproof",https://www.etsy.com/listing/1719466082/personalised-acrylic-business-hours-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,0,0,5 Mo.,1,0,107,Home & Living,,false,false,true,,true,false,1,-1,GB,98,0,0.0,0,136,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,personalised acrylic,large logo sign,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign,qr code signage",business logo sign,custom logo plaque,small business,office name plate,personalised acrylic,large logo sign,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign,qr code signage
"Custom Printed Acrylic Business Hours Sign, Personalised Shop Opening Times, QR Code Signage Plaque, Outdoor Office Sign, Reception, Door",https://www.etsy.com/listing/1732004133/custom-printed-acrylic-business-hours,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,0,0,5 Mo.,1,0,259,Home & Living,,true,false,true,,true,false,1,-1,GB,98,25,0.0,0,137,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign
"Custom Printed Acrylic Business Hours Sign, Personalised Shop Opening Times, QR Code Signage Plaque, Outdoor Office Sign, Reception, Door",https://www.etsy.com/listing/1704586685/custom-printed-acrylic-business-hours,SpartanUK,https://www.etsy.com/shop/SpartanUK,31,9,283,89,10,7 Mo.,82,1,3778,Home & Living,,false,false,true,,true,false,1,1,GB,98,100,2.46,0,137,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign
Personalised Acrylic Price List & QR Code | Beauty Salon Wall Sign | Hair Salon | White and Gold Price List | Treatment Board | Pricing Menu,https://www.etsy.com/listing/1717817106/personalised-acrylic-price-list-qr-code,SpartanUK,https://www.etsy.com/shop/SpartanUK,20,0,0,18,2,5 Mo.,11,0,416,Paper & Party Supplies,,true,false,true,,true,false,1,-1,GB,98,33,4.33,0,140,made_to_order,i_did,7018,physical,"Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist",Acrylic Price List,Salon Price List,White and Gold,Beauty Price List,Personalised Sign,Treatment Menu,Wall Plaque,Acrylic Sign,Aesthetics Services,Small Business,Qr Code Sign,Scan to Pay,Hairdresser Stylist
"Personalised WiFi Sign for Small Business, UV Printed Acrylic, Home WiFi Wall Plaque, Scan to Connect, Sizes A6, A5, A4, A3",https://www.etsy.com/listing/1762552426/personalised-wifi-sign-for-small,SpartanUK,https://www.etsy.com/shop/SpartanUK,13,0,0,0,0,2 Mo.,2,0,74,Home & Living,,false,false,true,,true,false,1,-1,GB,98,0,0.0,0,123,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,house number,personalised acrylic,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign,wifi sign,scan to connect",business logo sign,custom logo plaque,small business,house number,personalised acrylic,sign for door,qr code,shop sign,opening times,opening hours,acrylic sign,wifi sign,scan to connect
"AirBnb Guest Arrival Welcome Sign, Personalised Wall Mounted Acrylic Sign, Holiday Let House Rules, Guest Information, QR Code Review Sign",https://www.etsy.com/listing/1719458574/airbnb-guest-arrival-welcome-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,29,0,0,9,1,5 Mo.,21,0,435,Home & Living,,false,false,true,,true,false,1,-1,GB,98,33,2.39,0,138,made_to_order,i_did,7018,physical,"personalised acrylic,sign for door,qr code,welcome sign,airbnb guest,acrylic sign,Airbnb Welcome Sign,Guest Arrival Sign,Vacation Rental Sign,AirBnb House Rules,Guest Info Sign,Guest Information,QR Code Review Sign",personalised acrylic,sign for door,qr code,welcome sign,airbnb guest,acrylic sign,Airbnb Welcome Sign,Guest Arrival Sign,Vacation Rental Sign,AirBnb House Rules,Guest Info Sign,Guest Information,QR Code Review Sign
"Eco Acrylic Meal Planner Calendar, Dry Erase Wall Planner, Wall Schedule, Home Decor, Housewarming Gift, Weekly and Monthly Planner, A4 A3",https://www.etsy.com/listing/1704770599/eco-acrylic-meal-planner-calendar-dry,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,18,2,7 Mo.,11,0,369,Home & Living,,false,false,false,,true,false,1,-1,GB,98,25,4.88,0,138,made_to_order,i_did,7018,physical,"Wall Planner,Calendar,Family Planner,Dry Erase,Monthly Weekly,Home Decor,Housewarming Gift,Personalised Custom,Eco Friendly,Recycled,Acrylic,Custom,A4 A3",Wall Planner,Calendar,Family Planner,Dry Erase,Monthly Weekly,Home Decor,Housewarming Gift,Personalised Custom,Eco Friendly,Recycled,Acrylic,Custom,A4 A3
Personalised Opening Times Acrylic Sign Business Logo Plaque Shop Opening Times Open Hours information QR Code Signage Salon Sign,https://www.etsy.com/listing/1723641138/personalised-opening-times-acrylic-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,26,0,0,54,1,5 Mo.,1,0,87,Home & Living,,false,false,true,,true,false,1,-1,GB,98,0,62.07,0,129,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,printed acrylic,modern,shop sign,contemporary",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,printed acrylic,modern,shop sign,contemporary
Personalised Mini QR Code Display Sign | Leave a Review Business Plaque| Social Media QR Code Sign | Beauty Sign| Small Business Sign,https://www.etsy.com/listing/1726502931/personalised-mini-qr-code-display-sign,SpartanUK,https://www.etsy.com/shop/SpartanUK,16,0,0,0,0,5 Mo.,9,0,208,Home & Living,,false,false,true,,true,false,1,-1,GB,98,0,0.0,0,133,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,personalised acrylic,qr code,shop sign,QR Code Sign,Social Sign,Social Media Sign,Business Signage,Business Signs,Beauty Signs,Salon Sign",business logo sign,custom logo plaque,small business,personalised acrylic,qr code,shop sign,QR Code Sign,Social Sign,Social Media Sign,Business Signage,Business Signs,Beauty Signs,Salon Sign
"Custom Printed Acrylic Business Logo Sign, Personalised Shop Opening Times, QR Code Signage Plaque, Connect with us, Office, Reception, Door",https://www.etsy.com/listing/1737420946/custom-printed-acrylic-business-logo,SpartanUK,https://www.etsy.com/shop/SpartanUK,31,0,0,54,1,4 Mo.,7,0,152,Home & Living,,true,false,true,,true,false,1,-1,GB,98,0,35.53,0,140,made_to_order,i_did,7018,physical,"business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,shop sign,Acrylic Sign,connect with us sign,acrylic board",business logo sign,custom logo plaque,small business,office name plate,house number,personalised acrylic,large logo sign,sign for door,qr code,shop sign,Acrylic Sign,connect with us sign,acrylic board
